date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:57:31	167854/167854	---M--	200	added ('OK')	image/jpeg	etag:%224bc0a3a4418bc03759ca653c62088126%22	https://daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c10465_zip-code-800.jpg	C:/WORK/WEB/http___albelad-computers.webflow.io_/daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c10465_zip-code-800.jpg	(from http://albelad-computers.webflow.io/)
01:57:33	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:32%20GMT	http://albelad-computers.webflow.io/projects/infographic	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/infographic	(from http://albelad-computers.webflow.io/)
01:57:35	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:33%20GMT	http://albelad-computers.webflow.io/projects/sports-car-app	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/sports-car-app	(from http://albelad-computers.webflow.io/)
01:57:35	220112/220112	---M--	200	added ('OK')	image/jpeg	etag:%223ac24695560e28dcd5131723e7b97739%22	https://daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c10464_cthulu_van_v2.jpg	C:/WORK/WEB/http___albelad-computers.webflow.io_/daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c10464_cthulu_van_v2.jpg	(from http://albelad-computers.webflow.io/)
01:57:35	418799/418799	---M--	200	added ('OK')	image/png	etag:%229fff366be65a790061435a5171d5e7f1%22	https://daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c10461_thum.png	C:/WORK/WEB/http___albelad-computers.webflow.io_/daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c10461_thum.png	(from http://albelad-computers.webflow.io/)
01:57:37	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:36%20GMT	http://albelad-computers.webflow.io/projects/music-app	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/music-app	(from http://albelad-computers.webflow.io/)
01:57:37	35304/35304	---M--	200	added ('OK')	image/png	etag:%2256ad73ac61416399c8bf6846682b529c%22	https://daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c10463_fan.png	C:/WORK/WEB/http___albelad-computers.webflow.io_/daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c10463_fan.png	(from http://albelad-computers.webflow.io/)
01:57:37	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:37%20GMT	http://albelad-computers.webflow.io/projects/photo-app-icon	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/photo-app-icon	(from http://albelad-computers.webflow.io/)
01:57:37	21470/21470	---M--	200	added ('OK')	image/png	etag:%22ac9f16874a274d70273030d54ce9e7c3%22	https://daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c10460_dribbble.png	C:/WORK/WEB/http___albelad-computers.webflow.io_/daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c10460_dribbble.png	(from http://albelad-computers.webflow.io/)
01:57:39	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:38%20GMT	http://albelad-computers.webflow.io/projects/news-feed	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/news-feed	(from http://albelad-computers.webflow.io/)
01:57:39	628416/628416	---M--	200	added ('OK')	image/jpeg	etag:%2295688332d024012fdbf935b4ac99f9ff%22	https://daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c10466_human.jpg	C:/WORK/WEB/http___albelad-computers.webflow.io_/daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c10466_human.jpg	(from http://albelad-computers.webflow.io/)
01:57:39	8262/8262	---M--	200	added ('OK')	image/png	etag:%2293d3908f713494cf871d567418046b52%22	https://daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c1045f_sans_titre_-_17-01.png	C:/WORK/WEB/http___albelad-computers.webflow.io_/daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c1045f_sans_titre_-_17-01.png	(from http://albelad-computers.webflow.io/)
01:57:41	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:39%20GMT	http://albelad-computers.webflow.io/projects/photo-app	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/photo-app	(from http://albelad-computers.webflow.io/)
01:57:41	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:41%20GMT	http://albelad-computers.webflow.io/projects/flat-design	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/flat-design	(from http://albelad-computers.webflow.io/)
01:57:41	59664/59664	---M--	200	added ('OK')	image/jpeg	etag:%22ff949d6bb51e88bd1e8072d709e513c4%22	https://daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c10462_astrav1.jpg	C:/WORK/WEB/http___albelad-computers.webflow.io_/daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c10462_astrav1.jpg	(from http://albelad-computers.webflow.io/)
01:57:42	137969/137969	---M--	200	added ('OK')	image/jpeg	etag:%228c90183aec8cd27b2061d99b7b03b744%22	https://daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c1045a_neighborhood.jpg	C:/WORK/WEB/http___albelad-computers.webflow.io_/daks2k3a4ib2z.cloudfront.net/5840a9f2c5de377732c10427/5840a9f2c5de377732c1045a_neighborhood.jpg	(from http://albelad-computers.webflow.io/)
01:57:43	149881/149881	---M-Z	200	added ('OK')	text/javascript	etag:%22c4bc18f16db2e0553c5069879977dec1%22	https://daks2k3a4ib2z.cloudfront.net/5840a9f1c5de377732c103f2/js/webflow.8f1619525.js	C:/WORK/WEB/http___albelad-computers.webflow.io_/daks2k3a4ib2z.cloudfront.net/5840a9f1c5de377732c103f2/js/webflow.8f1619525.js	(from http://albelad-computers.webflow.io/)
01:57:51	3618/3618	---M--	200	added ('OK')	image/png	etag:%2216816fe6bf01abe1fec12aa0e42d17b0%22	https://d3e54v103j8qbb.cloudfront.net/img/example-bg.png	C:/WORK/WEB/http___albelad-computers.webflow.io_/d3e54v103j8qbb.cloudfront.net/img/example-bg.png	(from https://daks2k3a4ib2z.cloudfront.net/5840a9f1c5de377732c103f2/css/albelad-computers.webflow.b5dc64f3d.css)
01:57:52	85589/85589	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Jan%202016%2021:20:41%20GMT	https://ajax.googleapis.com/ajax/libs/jquery/2.2.0/jquery.min.js	C:/WORK/WEB/http___albelad-computers.webflow.io_/ajax.googleapis.com/ajax/libs/jquery/2.2.0/jquery.min.js	(from http://albelad-computers.webflow.io/)
01:57:52	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:52%20GMT	http://albelad-computers.webflow.io/about	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/about.html	(from http://albelad-computers.webflow.io/)
01:57:52	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:52%20GMT	http://albelad-computers.webflow.io/projects/music-player	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/music-player.html	(from http://albelad-computers.webflow.io/)
01:57:52	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:52%20GMT	http://albelad-computers.webflow.io/projects/console-app	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/console-app.html	(from http://albelad-computers.webflow.io/)
01:57:53	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:53%20GMT	http://albelad-computers.webflow.io/projects/infographic	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/infographic.html	(from http://albelad-computers.webflow.io/)
01:57:53	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:53%20GMT	http://albelad-computers.webflow.io/projects/sports-car-app	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/sports-car-app.html	(from http://albelad-computers.webflow.io/)
01:57:53	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:53%20GMT	http://albelad-computers.webflow.io/projects/music-app	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/music-app.html	(from http://albelad-computers.webflow.io/)
01:57:53	93415/93415	---M--	200	added ('OK')	image/jpeg	etag:%2210fedb320bd18a4a78e306d1f795e515%22	http://uploads.webflow.com/5840a9f1c5de377732c103f2/5840a9f2c5de377732c10413_fe4a5cbf.jpg	C:/WORK/WEB/http___albelad-computers.webflow.io_/uploads.webflow.com/5840a9f1c5de377732c103f2/5840a9f2c5de377732c10413_fe4a5cbf.jpg	(from https://daks2k3a4ib2z.cloudfront.net/5840a9f1c5de377732c103f2/css/albelad-computers.webflow.b5dc64f3d.css)
01:57:53	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:53%20GMT	http://albelad-computers.webflow.io/projects/photo-app-icon	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/photo-app-icon.html	(from http://albelad-computers.webflow.io/)
01:57:54	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:54%20GMT	http://albelad-computers.webflow.io/projects/news-feed	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/news-feed.html	(from http://albelad-computers.webflow.io/)
01:57:54	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:54%20GMT	http://albelad-computers.webflow.io/projects/photo-app	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/photo-app.html	(from http://albelad-computers.webflow.io/)
01:57:54	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:54%20GMT	http://albelad-computers.webflow.io/projects/flat-design	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/flat-design.html	(from http://albelad-computers.webflow.io/)
01:57:55	129060/129060	---M--	200	added ('OK')	image/jpeg	etag:%227dc64c058ea48a3a186baa8875e88b03%22	http://uploads.webflow.com/5840a9f1c5de377732c103f2/5840a9f2c5de377732c1041c_photo-1441716844725-09cedc13a4e7.jpg	C:/WORK/WEB/http___albelad-computers.webflow.io_/uploads.webflow.com/5840a9f1c5de377732c103f2/5840a9f2c5de377732c1041c_photo-1441716844725-09cedc13a4e7.jpg	(from https://daks2k3a4ib2z.cloudfront.net/5840a9f1c5de377732c103f2/css/albelad-computers.webflow.b5dc64f3d.css)
01:57:55	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:56%20GMT	http://albelad-computers.webflow.io/about	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/about.html	(from http://albelad-computers.webflow.io/)
01:57:56	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:56%20GMT	http://albelad-computers.webflow.io/projects/music-player	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/music-player.html	(from http://albelad-computers.webflow.io/)
01:57:56	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:56%20GMT	http://albelad-computers.webflow.io/projects/console-app	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/console-app.html	(from http://albelad-computers.webflow.io/)
01:57:56	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:56%20GMT	http://albelad-computers.webflow.io/projects/infographic	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/infographic.html	(from http://albelad-computers.webflow.io/)
01:57:56	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:56%20GMT	http://albelad-computers.webflow.io/projects/sports-car-app	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/sports-car-app.html	(from http://albelad-computers.webflow.io/)
01:57:56	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:56%20GMT	http://albelad-computers.webflow.io/projects/music-app	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/music-app.html	(from http://albelad-computers.webflow.io/)
01:57:56	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:56%20GMT	http://albelad-computers.webflow.io/projects/photo-app-icon	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/photo-app-icon.html	(from http://albelad-computers.webflow.io/)
01:57:56	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:56%20GMT	http://albelad-computers.webflow.io/projects/news-feed	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/news-feed.html	(from http://albelad-computers.webflow.io/)
01:57:56	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:56%20GMT	http://albelad-computers.webflow.io/projects/photo-app	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/photo-app.html	(from http://albelad-computers.webflow.io/)
01:57:57	0/0	---M--	504	error ('GATEWAY_TIMEOUT')	text/html	date:Thu,%2001%20Dec%202016%2022:57:57%20GMT	http://albelad-computers.webflow.io/projects/flat-design	C:/WORK/WEB/http___albelad-computers.webflow.io_/albelad-computers.webflow.io/projects/flat-design.html	(from http://albelad-computers.webflow.io/)
